"make","price","mileage","year","location","doors","color","model"
"Chevrolet",39000,"244000 ",2014,"Al Shawamekh, Abu Dhabi",2,"White","Camaro"
"Land Rover",115000,"169000 ",2014,"Al Shawamekh, Abu Dhabi",4,"White","Range Rover Sport"
"Toyota",59000,"280000 ",2014,"Al Shawamekh, Abu Dhabi",5,"White","Sequoia"
"MINI",148500,"300 ",2023,"Al Bateen, Abu Dhabi",2,"White","Cooper"
"Mitsubishi",17500,"205650 ",2011,"Al Mushrif, Abu Dhabi",4,"White","Lancer"
"Chrysler",110000,"112000 ",2013,"Rabdan, Abu Dhabi",4,"Grey","300"
"Nissan",115000,"115000 ",2017,"Abu Dhabi",5,"Beige","Patrol"
"Nissan",48500,"145 ",2018,"Rabdan, Abu Dhabi",4,"Grey","Maxima"
"Toyota",220000,"123000 ",2021,"Mohammed Bin Zayed City, Abu Dhabi",5,"White","Land Cruiser"
"Ford",13600,"190000 ",2012,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","Fiesta"
"BMW",144000,"108 ",2016,"Abu Dhabi",4,"White","7-Series"
"BMW",329000,"20500 ",2019,"Airport Street, Abu Dhabi",4,"Blue","7-Series"
"Nissan",40000,"150000 ",2000,"Khalifa City A, Abu Dhabi",5,"White","Patrol"
"Volkswagen",67000,"174000 ",2016,"Corniche Area, Abu Dhabi",4,"White","GTI"
"Ford",35000,"95000 ",2015,"Mohammed Bin Zayed City, Abu Dhabi",5,"Gold","Focus"
"Nissan",89000,"136000 ",2018,"Al Mushrif, Abu Dhabi",4,"White","Maxima"
"Ford",11500,"200000 ",2011,"Abu Dhabi",4,"White","Fiesta"
"BMW",23000,"318000 ",2010,"Al Muroor, Abu Dhabi",4,"White","X5"
"Nissan",54000,"84000 ",2020,"Zayed City (Khalifa City C), Abu Dhabi",4,"Silver","Altima"
"Toyota",238000,"128000 ",2019,"Mohammed Bin Zayed City, Abu Dhabi",5,"Black","Land Cruiser"
"Nissan",14500,"216000 ",2009,"Al Mushrif, Abu Dhabi",4,"White","Altima"
"Nissan",9800,"240000 ",2001,"Mussafah, Abu Dhabi",5,"Black","Pathfinder"
"Chevrolet",12500,"284859 ",2009,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","Epica"
"Nissan",16000,"195000 ",2011,"Al Zahiyah, Abu Dhabi",4,"White","Tiida"
"Toyota",19000,"231200 ",2011,"Al Bateen, Abu Dhabi",4,"Black","Camry"
"Lexus",85000,"360000 ",2011,"Mussafah, Abu Dhabi",4,"White","LX-Series"
"Lexus",75000,"35951 ",2019,"Al Ghadeer, Abu Dhabi",4,"White","ES-Series"
"Volkswagen",22000,"216000 ",2013,"Al Reef, Abu Dhabi",4,"Grey","Passat"
"Nissan",20000,"340000 ",2015,"Al Mushrif, Abu Dhabi",4,"Silver","Sentra"
"Nissan",15000,"220000 ",2006,"Al Mushrif, Abu Dhabi",5,"Grey","Pathfinder"
"Honda",11000,"375000 ",2006,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","Accord"
"Mercedes-Benz",45500,"185324 ",2009,"Al Musalla, Abu Dhabi",4,"Gold","S-Class"
"MG",28000,"174000 ",2017,"Al Dhafrah, Abu Dhabi",4,"White","GS"
"Nissan",59000,"70000 ",2020,"Rabdan, Abu Dhabi",4,"Grey","Maxima"
"Mercedes-Benz",168000,"178000 ",2014,"Abu Dhabi",4,"White","S-Class"
"Mercedes-Benz",15500,"246000 ",2009,"Abu Dhabi",4,"Red","C-Class"
"Toyota",82000,"280000 ",2011,"Mohammed Bin Zayed City, Abu Dhabi",4,"White","Land Cruiser"
"Renault",9000,"240000 ",2011,"Mohammed Bin Zayed City, Abu Dhabi",4,"Grey","Safrane"
"BMW",22000,"244000 ",2007,"Abu Dhabi",5,"Orange","X5"
"Kia",54000,"73000 ",2018,"Tourist Club Area (TCA), Abu Dhabi",4,"White","Optima"
"GAC",65000,"60754 ",2021,"Yas Island, Abu Dhabi",4,"Blue","GS4"
"BMW",135000,"155000 ",2016,"Mohammed Bin Zayed City, Abu Dhabi",4,"White","7-Series"
"Chevrolet",16500,"71000 ",2008,"Zayed City (Khalifa City C), Abu Dhabi",4,"Gold","Epica"
"Toyota",88000,"145000 ",2017,"Zayed City (Khalifa City C), Abu Dhabi",2,"White","Tundra"
"Ford",18000,"200000 ",2009,"Abu Dhabi",4,"White","Ranger"
"Volkswagen",45000,"148000 ",2016,"Abu Dhabi Gate City (Officers City), Abu Dhabi",4,"Green","Passat"
"Audi",310000,"40295 ",2020,"Abu Dhabi",5,"Black","Q8"
"Nissan",23500,"87000 ",2016,"Abu Dhabi",4,"White","Sunny"
"Infiniti",14000,"170000 ",2008,"Mohammed Bin Zayed City, Abu Dhabi",4,"Grey","G35"
"Mercedes-Benz",59000,"139000 ",2013,"Al Mushrif, Abu Dhabi",4,"Blue","E-Class"
"Toyota",21500,"215000 ",2009,"Mohammed Bin Zayed City, Abu Dhabi",4,"White","Corolla"
"Jaguar",90000,"91500 ",2016,"Al Khalidiyah, Abu Dhabi",4,"Grey","XF"
"Toyota",183000,"149000 ",2016,"Abu Dhabi",5,"White","Land Cruiser"
"Nissan",18500,"142624 ",2011,"Mohammed Bin Zayed City, Abu Dhabi",4,"White","Altima"
"Cadillac",51000,"173000 ",2016,"Khalifa City A, Abu Dhabi",4,"Black","ATS"
"Toyota",105000,"160000 ",2017,"Abu Dhabi",4,"White","Tundra"
"Mercedes-Benz",510000,"30000 ",2018,"Al Reem Island, Abu Dhabi",2,"Other Color","AMG"
"BMW",43000,"169000 ",2012,"Al Muroor, Abu Dhabi",4,"Gold","7-Series"
"Jaguar",120000,"70000 ",2015,"Abu Dhabi",2,"White","F-Type"
"Toyota",29500,"90000 ",2012,"Al Markaziya, Abu Dhabi",5,"Red","Corolla"
"Renault",20500,"105000 ",2016,"Al Falah City, Abu Dhabi",4,"Red","Fluence"
"Cadillac",59000,"117000 ",2016,"Al Aman, Abu Dhabi",4,"Silver","ATS"
"Dodge",145000,"58000 ",2020,"Al Zaab, Abu Dhabi",4,"Silver","Ram"
"Nissan",94000,"44000 ",2019,"Madinat Zayed Western Region, Abu Dhabi",4,"Orange","Altima"
"Dodge",13000,"248000 ",2011,"Abu Dhabi",5,"White","Caliber"
"BMW",30000,"368000 ",2011,"Abu Dhabi",4,"Silver","5-Series"
"Toyota",59500,"195000 ",2017,"Abu Dhabi",4,"White","Hilux"
"Audi",42000,"183000 ",2011,"Al Reem Island, Abu Dhabi",4,"White","A7"
"GMC",86000,"132000 ",2017,"Abu Dhabi",5,"White","Yukon"
"Audi",42000,"183000 ",2011,"Al Reem Island, Abu Dhabi",4,"White","A7"
"GMC",86000,"132000 ",2017,"Abu Dhabi",5,"White","Yukon"
"Lincoln",46500,"153624 ",2016,"Abu Dhabi",4,"Silver","MKZ"
"GMC",20000,"198000 ",2005,"Abu Dhabi",5,"Silver","Yukon"
"Dodge",147700,"0 ",2022,"Al Shawamekh, Abu Dhabi",2,"White","Ram"
"Land Rover",195000,"166000 ",2016,"Al Reem Island, Abu Dhabi",4,"White","Range Rover Sport"
"Mercedes-Benz",105000,"51000 ",2019,"Zayed City (Khalifa City C), Abu Dhabi",4,"Black","CLA"
"Mercedes-Benz",65000,"101000 ",2011,"Abu Dhabi Gate City (Officers City), Abu Dhabi",4,"Silver","S-Class"
"Jeep",160000,"65000 ",2018,"Al Reem Island, Abu Dhabi",5,"Red","Wrangler Unlimited"
"Nissan",1e+05,"110000 ",2014,"Abu Dhabi",4,"Black","Patrol"
"Volkswagen",24000,"162000 ",2010,"Abu Dhabi",5,"Blue","Golf"
"Hyundai",24000,"255000 ",2012,"Al Shamkha, Abu Dhabi",4,"Red","Sonata"
"Mercedes-Benz",235000,"152000 ",2016,"Zayed City (Khalifa City C), Abu Dhabi",2,"Grey","S-Class Coupe"
"Mercedes-Benz",65000,"195000 ",2016,"Abu Dhabi",4,"Black","A-Class"
"Chevrolet",14500,"400000 ",2009,"Mohammed Bin Zayed City, Abu Dhabi",4,"White","Caprice"
"Nissan",18500,"502000 ",2009,"Mohammed Bin Zayed City, Abu Dhabi",5,"Brown","Pathfinder"
"Nissan",12500,"286000 ",2006,"Mohammed Bin Zayed City, Abu Dhabi",5,"Gold","Murano"
"BMW",122000,"8700 ",2022,"Masdar City, Abu Dhabi",4,"Black","2-Series"
"Dodge",32000,"210000 ",2013,"Mohammed Bin Zayed City, Abu Dhabi",5,"Red","Durango"
"Mitsubishi",13500,"165303 ",2012,"Abu Dhabi",4,"White","Lancer"
"BMW",130000,"132000 ",2016,"Abu Dhabi",5,"White","X5"
"Ford",14000,"155696 ",2010,"Al Muroor, Abu Dhabi",5,"Grey","Escape"
"Volkswagen",12500,"200000 ",2008,"Al Rahba, Abu Dhabi",5,"Red","Jetta"
"Toyota",119000,"195000 ",2014,"Al Reem Island, Abu Dhabi",5,"White","Land Cruiser"
"Dodge",27500,"264000 ",2012,"Tourist Club Area (TCA), Abu Dhabi",4,"Grey","Durango"
"BMW",360000,"8550 ",2019,"Al Muroor, Abu Dhabi",2,"White","8-Series"
"Infiniti",33000,"230000 ",2012,"Al Mushrif, Abu Dhabi",4,"White","FX45/FX35"
"Chevrolet",8000,"260000 ",2004,"Al Manhal, Abu Dhabi",4,"Red","Lumina"
"Mercedes-Benz",50000,"244360 ",2014,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","E-Class"
"Mercedes-Benz",155000,"82000 ",2015,"Al Mushrif, Abu Dhabi",4,"White","S-Class"
"Ford",72000,"73000 ",2016,"Saadiyat Island, Abu Dhabi",4,"Grey","Edge"
"Ford",25000,"185000 ",2014,"Khalifa City A, Abu Dhabi",4,"Red","Escape"
"BMW",32500,"154032 ",2008,"Al Mushrif, Abu Dhabi",4,"White","X6"
"Nissan",18000,"220000 ",2012,"Mohammed Bin Zayed City, Abu Dhabi",4,"Black","Altima"
"Honda",20000,"200000 ",2008,"Mussafah, Abu Dhabi",5,"Gold","CR-V"
"Audi",37000,"187000 ",2012,"Hadbat Al Zaafran, Abu Dhabi",4,"Silver","A6"
"Land Rover",75000,"135000 ",2015,"Al Reem Island, Abu Dhabi",5,"Burgundy","Range Rover Evoque"
"Nissan",95000,"70000 ",2019,"Abu Dhabi",4,"White","Pathfinder"
"Cadillac",25000,"188000 ",1993,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","DTS/De Ville"
"Mercedes-Benz",27000,"175000 ",2010,"Corniche Area, Abu Dhabi",4,"Black","E-Class"
"Toyota",18500,"302000 ",2008,"Hadbat Al Zaafran, Abu Dhabi",4,"Silver","Corolla"
"Volkswagen",16500,"170000 ",2013,"Al Bateen, Abu Dhabi",4,"White","Passat"
"Nissan",16000,"200000 ",2010,"Abu Dhabi",4,"Grey","Altima"
"Ford",58000,"65000 ",2018,"Between Two Bridges (Bain Al Jessrain), Abu Dhabi",2,"Red","Mustang"
"Mitsubishi",75000,"220000 ",2017,"Abu Dhabi",2,"White","Canter"
"Volkswagen",18900,"149000 ",2012,"Abu Dhabi",4,"Silver","Passat"
"Mercedes-Benz",545000,"49000 ",2020,"Zayed Sports City, Abu Dhabi",4,"Black","AMG"
"Nissan",16500,"280000 ",2010,"Al Wahdah, Abu Dhabi",4,"White","Maxima"
"Renault",30000,"115000 ",2020,"Al Shamkha South, Abu Dhabi",4,"White","Symbol"
"Nissan",42000,"170000 ",2017,"Al Shawamekh, Abu Dhabi",4,"Red","Kicks"
"Toyota",115000,"10 ",2023,"Al Shawamekh, Abu Dhabi",4,"White","Camry"
"Nissan",83000,"320000 ",2015,"Al Shawamekh, Abu Dhabi",5,"Grey","Patrol"
"Mercedes-Benz",69000,"220000 ",2015,"Al Shawamekh, Abu Dhabi",4,"White","CLA"
"Audi",76000,"80000 ",2020,"Al Shawamekh, Abu Dhabi",5,"White","A3"
"Honda",58000,"46000 ",2020,"Al Shawamekh, Abu Dhabi",4,"White","Accord"
"Mercedes-Benz",30000,"100000 ",2008,"Corniche Area, Abu Dhabi",4,"White","GL-Class"
"Jaguar",95000,"128000 ",2014,"Al Bahia, Abu Dhabi",2,"Grey","F-Type"
"Chevrolet",140000,"65000 ",2018,"Khalifa City A, Abu Dhabi",2,"Grey","Camaro"
"Peugeot",19000,"393000 ",2014,"Al Maryah Island, Abu Dhabi",3,"White","Boxer"
"GMC",55000,"90000 ",1978,"Zayed City (Khalifa City C), Abu Dhabi",2,"Red","Sierra"
"Tesla",235000,"219000 ",2022,"Rabdan, Abu Dhabi",4,"Black","Model Y"
"Honda",85000,"93000 ",2018,"Al Reem Island, Abu Dhabi",5,"Silver","Pilot"
"Nissan",12000,"235374 ",2008,"Al Rahba, Abu Dhabi",5,"Gold","Sunny"
"Kia",45000,"193000 ",2015,"Abu Dhabi",4,"Silver","Cadenza"
"Changan",104000,"30850 ",2022,"Airport Street, Abu Dhabi",5,"Blue","CS75 Plus"
"Dodge",59000,"190000 ",2018,"Al Maqtaa, Abu Dhabi",4,"White","Charger"
"Mercedes-Benz",280000,"104000 ",2016,"Khalifa City A, Abu Dhabi",5,"White","G-Class"
"MINI",16000,"168410 ",2008,"Al Markaziya, Abu Dhabi",2,"Other Color","Cooper"
"Toyota",180000,"11904 ",2022,"Al Reem Island, Abu Dhabi",5,"White","Prado"
"Toyota",97200,"87000 ",2019,"Al Wahdah, Abu Dhabi",4,"Red","Camry"
"Honda",68000,"155 ",2017,"Al Bateen, Abu Dhabi",4,"Blue","Accord"
"Toyota",27500,"120000 ",2017,"Baniyas, Abu Dhabi",4,"White","Camry"
"Ford",18500,"195000 ",2013,"Mohammed Bin Zayed City, Abu Dhabi",4,"Red","Focus"
"BMW",90000,"32000 ",2018,"Madinat Zayed, Abu Dhabi",4,"Black","1-Series"
"Chrysler",27000,"255 ",2012,"Al Reem Island, Abu Dhabi",4,"Blue","300"
"Nissan",138000,"90000 ",2021,"Al Shawamekh, Abu Dhabi",4,"Gold","Patrol"
"Mercedes-Benz",69000,"90000 ",2018,"Mohammed Bin Zayed City, Abu Dhabi",4,"White","CLA"
"Volkswagen",33000,"110500 ",2012,"Abu Dhabi",4,"Blue","GTI"
"Mercedes-Benz",65000,"136000 ",2016,"Khalifa City A, Abu Dhabi",4,"Red","CL-Class"
"Lexus",35000,"275000 ",2010,"Al Mina, Abu Dhabi",4,"Purple","LS-Series"
"Cadillac",135000,"35000 ",2020,"Mohammed Bin Zayed City, Abu Dhabi",5,"Grey","CT6"
"BMW",399500,"10 ",2023,"Al Bateen, Abu Dhabi",4,"Grey","iX"
"BMW",302000,"10 ",2023,"Al Bateen, Abu Dhabi",4,"Grey","X3"
"BMW",378500,"10 ",2023,"Al Bateen, Abu Dhabi",4,"Blue","X5"
"BMW",312000,"10 ",2023,"Al Bateen, Abu Dhabi",4,"Grey","X4"
"BMW",398500,"10 ",2023,"Al Bateen, Abu Dhabi",4,"Grey","X6"
"BMW",245000,"10 ",2022,"Al Bateen, Abu Dhabi",2,"Blue","Z4"
"BMW",290000,"10 ",2023,"Al Bateen, Abu Dhabi",4,"Blue","5-Series"
"BMW",337000,"10 ",2023,"Al Bateen, Abu Dhabi",4,"Blue","X4"
"MINI",217500,"10 ",2023,"Al Bateen, Abu Dhabi",5,"Red","Countryman"
"BMW",187500,"10 ",2023,"Al Bateen, Abu Dhabi",4,"Grey","X2"
"BMW",195000,"10 ",2023,"Al Bateen, Abu Dhabi",2,"Grey","1-Series"
"BMW",399500,"10 ",2023,"Al Bateen, Abu Dhabi",4,"Grey","iX"
"Mercedes-Benz",43000,"217000 ",2010,"Al Safarat, Abu Dhabi",2,"White","CL-Class"
"Jeep",180000,"7500 ",2021,"The Marina, Abu Dhabi",4,"Black","Gladiator"
"Audi",29000,"171000 ",2011,"Shakhbout City (Khalifa City B), Abu Dhabi",5,"Burgundy","Q5"
"Lincoln",98000,"129999 ",2017,"Al Falah City, Abu Dhabi",4,"Other Color","Continental"
"Nissan",57000,"21000 ",2020,"Rabdan, Abu Dhabi",4,"Blue","Altima"
"Chevrolet",25000,"210000 ",2014,"Rabdan, Abu Dhabi",4,"Grey","Captiva"
"MINI",148500,"350 ",2023,"Zayed City (Khalifa City C), Abu Dhabi",3,"Grey","Cooper"
"Dodge",29500,"151900 ",2012,"Al Khalidiyah, Abu Dhabi",5,"Grey","Durango"
"Mercedes-Benz",210000,"139000 ",2015,"Mohammed Bin Zayed City, Abu Dhabi",4,"Black","G-Class"
"Honda",133500,"20000 ",2022,"Mohammed Bin Zayed City, Abu Dhabi",5,"Red","CR-V"
"Mercedes-Benz",135000,"101000 ",2017,"Al Reem Island, Abu Dhabi",2,"Grey","C-Class"
"Nissan",20000,"230000 ",2013,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","Sentra"
"Ford",24000,"148000 ",2014,"Al Reem Island, Abu Dhabi",4,"Black","Focus"
"BMW",172500,"500 ",2023,"Al Bateen, Abu Dhabi",4,"Blue","X2"
"Volkswagen",64000,"179000 ",2016,"Al Markaz, Abu Dhabi",4,"Blue","Golf R"
"BMW",225000,"10 ",2022,"Al Bateen, Abu Dhabi",2,"Grey","2-Series"
"Volkswagen",178000,"2500 ",2023,"Mussafah, Abu Dhabi",4,"Red","Tiguan"
"Volkswagen",154900,"0 ",2022,"Mussafah, Abu Dhabi",3,"White","Crafter"
"Volkswagen",265000,"2970 ",2022,"Mussafah, Abu Dhabi",4,"Blue","Touareg"
"BMW",428000,"500 ",2023,"Al Bateen, Abu Dhabi",4,"White","X6"
"Jeep",43000,"166850 ",2010,"Al Reef, Abu Dhabi",2,"Orange","Wrangler"
"Nissan",69000,"20000 ",1981,"Between Two Bridges (Bain Al Jessrain), Abu Dhabi",2,"Blue","280ZX"
"Nissan",35900,"98656 ",2019,"Al Matar, Abu Dhabi",4,"Grey","Sunny"
"Nissan",39000,"138000 ",2016,"Al Reem Island, Abu Dhabi",4,"Black","Juke"
"Hyundai",60000,"97600 ",2018,"Al Manaseer, Abu Dhabi",5,"White","Santa Fe"
"Nissan",150000,"84500 ",2018,"Al Manaseer, Abu Dhabi",5,"Purple","Patrol"
"Dodge",65000,"26000 ",2018,"Al Manaseer, Abu Dhabi",4,"Black","Charger"
"Volkswagen",23500,"245500 ",2015,"Al Manaseer, Abu Dhabi",4,"Silver","CC"
"Land Rover",125000,"181000 ",2014,"Eastern Road, Abu Dhabi",4,"White","Range Rover"
"Skoda",77000,"122000 ",2018,"Al Reem Island, Abu Dhabi",4,"Blue","Kodiaq"
"Nissan",35000,"64000 ",2020,"Al Manaseer, Abu Dhabi",4,"White","Sunny"
"Toyota",47900,"90123 ",2019,"Al Matar, Abu Dhabi",4,"White","Yaris"
"Nissan",69500,"85478 ",2018,"Mussafah, Abu Dhabi",5,"White","X-Trail"
"Nissan",174300,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"Black","Patrol"
"Toyota",63000,"69000 ",2015,"Al Shawamekh, Abu Dhabi",4,"White","Hilux"
"BMW",42000,"156000 ",2011,"Al Manaseer, Abu Dhabi",5,"Grey","X6"
"Toyota",130000,"0 ",1983,"Al Shawamekh, Abu Dhabi",2,"White","FJ Cruiser"
"Mercedes-AMG",395000,"27000 ",2016,"Corniche Area, Abu Dhabi",2,"Black","GT"
"Chevrolet",55000,"72000 ",1987,"Al Shawamekh, Abu Dhabi",4,"Beige","Suburban"
"Chevrolet",85000,"80000 ",1987,"Al Shawamekh, Abu Dhabi",2,"Beige","Silverado"
